"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Premise]]]]: Boys with their backs against an incoming wave.<SPLIT>[[[[Hypothesis]]]]: [[A]] group of people stand together.","[[[[Premise]]]]: Boys with their backs against an incoming wave.<SPLIT>[[[[Hypothesis]]]]: [[paras]] group of people stand together.",0.10654234886169434,0.9533916711807251,1.0,0.0,1.0,17.0,"Successful"
"[[[[Premise]]]]: Boys with their backs against an incoming wave.<SPLIT>[[[[Hypothesis]]]]: A group of people sit on the beach.","[[[[Premise]]]]: Boys with their backs against an incoming wave.<SPLIT>[[[[Hypothesis]]]]: A group of people sit on the beach.",0.9937177896499634,0.9937177896499634,0.0,0.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: Four boys are about to be hit by an approaching wave.<SPLIT>[[[[Hypothesis]]]]: A wave is about hit some [[boys]].","[[[[Premise]]]]: Four boys are about to be hit by an approaching wave.<SPLIT>[[[[Hypothesis]]]]: A wave is about hit some [[mens]].",0.02140355110168457,0.9451742172241211,1.0,0.0,1.0,66.0,"Successful"
"[[[[Premise]]]]: Four boys are about to be hit by an approaching wave.<SPLIT>[[[[Hypothesis]]]]: The wave [[missed]] the boys.","[[[[Premise]]]]: Four boys are about to be hit by an approaching wave.<SPLIT>[[[[Hypothesis]]]]: The wave [[misses]] the boys.",0.03005838394165039,0.7060642242431641,0.0,2.0,0.0,53.0,"Successful"
"[[[[Premise]]]]: Four boys are about to be hit by an approaching wave.<SPLIT>[[[[Hypothesis]]]]: A giant wave is about to crash on some boys.","[[[[Premise]]]]: Four boys are about to be hit by an approaching wave.<SPLIT>[[[[Hypothesis]]]]: A giant wave is about to crash on some boys.",0.7720011472702026,0.7720011472702026,2.0,2.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: A woman, standing behind a girl, helping the girl with an experiment.<SPLIT>[[[[Hypothesis]]]]: A [[mother]] is helping her child complete the experiment.","[[[[Premise]]]]: A woman, standing behind a girl, helping the girl with an experiment.<SPLIT>[[[[Hypothesis]]]]: A [[mummy]] is helping her child complete the experiment.",0.04563248157501221,0.5202440619468689,2.0,0.0,2.0,47.0,"Successful"
"[[[[Premise]]]]: A woman, standing behind a girl, helping the girl with an experiment.<SPLIT>[[[[Hypothesis]]]]: A woman is [[helping]] a girl.","[[[[Premise]]]]: A woman, standing behind a girl, helping the girl with an experiment.<SPLIT>[[[[Hypothesis]]]]: A woman is [[pomoc]] a girl.",0.011411309242248535,0.657281756401062,1.0,0.0,1.0,59.0,"Successful"
"[[[[Premise]]]]: A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.<SPLIT>[[[[Hypothesis]]]]: [[A]] [[lady]] is [[sleeping]] on a [[couch]]","[[[[Premise]]]]: A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.<SPLIT>[[[[Hypothesis]]]]: [[paras]] [[female]] is [[bed]] on a [[settee]]",0.00011098384857177734,0.0025752782821655273,0.0,0.0,0.0,77.0,"Failed"
"[[[[Premise]]]]: A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.<SPLIT>[[[[Hypothesis]]]]: A [[lady]] is [[helping]] another woman work","[[[[Premise]]]]: A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.<SPLIT>[[[[Hypothesis]]]]: A [[women]] is [[favouring]] another woman work",0.016020536422729492,0.506554126739502,1.0,2.0,1.0,94.0,"Successful"
"[[[[Premise]]]]: A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.<SPLIT>[[[[Hypothesis]]]]: Two woman are trying to [[finish]] [[orders]] from a [[doctor]]","[[[[Premise]]]]: A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.<SPLIT>[[[[Hypothesis]]]]: Two woman are trying to [[finished]] [[writs]] from a [[doktor]]",0.0030493736267089844,0.533873975276947,2.0,0.0,2.0,101.0,"Successful"
"[[[[Premise]]]]: One man, wearing a blue jacket, is kicking another man, wearing a red jacket.<SPLIT>[[[[Hypothesis]]]]: Two men are fighting [[outside]] a [[bar]].","[[[[Premise]]]]: One man, wearing a blue jacket, is kicking another man, wearing a red jacket.<SPLIT>[[[[Hypothesis]]]]: Two men are fighting [[outward]] a [[barrette]].",0.0064547061920166016,0.5110204219818115,2.0,1.0,2.0,51.0,"Successful"
"[[[[Premise]]]]: One man, wearing a blue jacket, is kicking another man, wearing a red jacket.<SPLIT>[[[[Hypothesis]]]]: A [[woman]] [[puts]] on [[makeup]]","[[[[Premise]]]]: One man, wearing a blue jacket, is kicking another man, wearing a red jacket.<SPLIT>[[[[Hypothesis]]]]: A [[dame]] [[affords]] on [[membership]]",2.3365020751953125e-05,0.670242190361023,0.0,1.0,0.0,113.0,"Successful"
"[[[[Premise]]]]: One man, wearing a blue jacket, is kicking another man, wearing a red jacket.<SPLIT>[[[[Hypothesis]]]]: One guy [[kicks]] another.","[[[[Premise]]]]: One man, wearing a blue jacket, is kicking another man, wearing a red jacket.<SPLIT>[[[[Hypothesis]]]]: One guy [[jitsu]] another.",0.01641833782196045,0.9769552946090698,1.0,2.0,1.0,30.0,"Successful"
"[[[[Premise]]]]: Many people gathered in a room with several people on stage with instruments and the words ""The Early November"" on the wall.<SPLIT>[[[[Hypothesis]]]]: Parents [[gathers]] for a local high [[school]] [[concert]]","[[[[Premise]]]]: Many people gathered in a room with several people on stage with instruments and the words ""The Early November"" on the wall.<SPLIT>[[[[Hypothesis]]]]: Parents [[marches]] for a local high [[ecole]] [[music]]",0.0019919276237487793,0.6830353140830994,2.0,0.0,2.0,100.0,"Successful"
"[[[[Premise]]]]: Many people gathered in a room with several people on stage with instruments and the words ""The Early November"" on the wall.<SPLIT>[[[[Hypothesis]]]]: Mob gathers as flutes [[fight]] to the death","[[[[Premise]]]]: Many people gathered in a room with several people on stage with instruments and the words ""The Early November"" on the wall.<SPLIT>[[[[Hypothesis]]]]: Mob gathers as flutes [[bataille]] to the death",0.04823625087738037,0.7953844666481018,0.0,2.0,0.0,73.0,"Successful"
"[[[[Premise]]]]: Many people gathered in a room with several people on stage with instruments and the words ""The Early November"" on the wall.<SPLIT>[[[[Hypothesis]]]]: People [[leave]] as the concert is decides to charge per note","[[[[Premise]]]]: Many people gathered in a room with several people on stage with instruments and the words ""The Early November"" on the wall.<SPLIT>[[[[Hypothesis]]]]: People [[relinquishing]] as the concert is decides to charge per note",0.001589059829711914,0.8883838653564453,0.0,2.0,0.0,71.0,"Successful"
"[[[[Premise]]]]: A hockey player in helmet.<SPLIT>[[[[Hypothesis]]]]: Players are wearing helmet.","[[[[Premise]]]]: A hockey player in helmet.<SPLIT>[[[[Hypothesis]]]]: Players are wearing helmet.",0.96696537733078,0.96696537733078,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: A hockey player in helmet.<SPLIT>[[[[Hypothesis]]]]: The players are taking [[rest]].","[[[[Premise]]]]: A hockey player in helmet.<SPLIT>[[[[Hypothesis]]]]: The players are taking [[persists]].",0.2840287685394287,0.9611849188804626,0.0,1.0,0.0,33.0,"Successful"
"[[[[Premise]]]]: A hockey player in helmet.<SPLIT>[[[[Hypothesis]]]]: They are [[playing]] hockey","[[[[Premise]]]]: A hockey player in helmet.<SPLIT>[[[[Hypothesis]]]]: They are [[spawning]] hockey",0.41352254152297974,0.9406103491783142,2.0,0.0,2.0,32.0,"Successful"
"[[[[Premise]]]]: Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.<SPLIT>[[[[Hypothesis]]]]: A [[man]] is [[wearing]] something.","[[[[Premise]]]]: Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.<SPLIT>[[[[Hypothesis]]]]: A [[homeboy]] is [[harbors]] something.",0.06760871410369873,0.7890820503234863,1.0,2.0,1.0,84.0,"Successful"
"[[[[Premise]]]]: Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.<SPLIT>[[[[Hypothesis]]]]: A [[man]] is [[wearing]] nothing.","[[[[Premise]]]]: Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.<SPLIT>[[[[Hypothesis]]]]: A [[male]] is [[ports]] nothing.",0.0015218853950500488,0.05510634183883667,0.0,0.0,0.0,85.0,"Failed"
"[[[[Premise]]]]: Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.<SPLIT>[[[[Hypothesis]]]]: A man is wearing a blue [[shirt]].","[[[[Premise]]]]: Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also.<SPLIT>[[[[Hypothesis]]]]: A man is wearing a blue [[hem]].",0.09501689672470093,0.7433546781539917,2.0,1.0,2.0,73.0,"Successful"
"[[[[Premise]]]]: Biker riding through the forest.<SPLIT>[[[[Hypothesis]]]]: Mountain [[biker]] [[competes]] in off-road race.","[[[[Premise]]]]: Biker riding through the forest.<SPLIT>[[[[Hypothesis]]]]: Mountain [[sidecar]] [[vying]] in off-road race.",0.005068480968475342,0.9846044182777405,2.0,0.0,2.0,55.0,"Successful"
"[[[[Premise]]]]: Biker riding through the forest.<SPLIT>[[[[Hypothesis]]]]: Man riding motorcycle on [[highway]].","[[[[Premise]]]]: Biker riding through the forest.<SPLIT>[[[[Hypothesis]]]]: Man riding motorcycle on [[routes]].",0.0006639361381530762,0.9841582179069519,0.0,2.0,0.0,42.0,"Successful"
"[[[[Premise]]]]: Biker riding through the forest.<SPLIT>[[[[Hypothesis]]]]: [[Mountain]] [[biker]] enjoying the local trails.","[[[[Premise]]]]: Biker riding through the forest.<SPLIT>[[[[Hypothesis]]]]: [[Shan]] [[scooter]] enjoying the local trails.",0.04628145694732666,0.806822657585144,2.0,0.0,2.0,59.0,"Successful"
"[[[[Premise]]]]: A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him.<SPLIT>[[[[Hypothesis]]]]: Two men are recording a [[cooking]] tutorial.","[[[[Premise]]]]: A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him.<SPLIT>[[[[Hypothesis]]]]: Two men are recording a [[galley]] tutorial.",0.004705488681793213,0.9727956056594849,2.0,0.0,2.0,58.0,"Successful"
"[[[[Premise]]]]: A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him.<SPLIT>[[[[Hypothesis]]]]: A man is in [[front]] of a [[camera]].","[[[[Premise]]]]: A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him.<SPLIT>[[[[Hypothesis]]]]: A man is in [[brow]] of a [[cams]].",0.009874224662780762,0.8701912760734558,1.0,0.0,1.0,44.0,"Successful"
"[[[[Premise]]]]: A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him.<SPLIT>[[[[Hypothesis]]]]: two men are at the [[pool]].","[[[[Premise]]]]: A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him.<SPLIT>[[[[Hypothesis]]]]: two men are at the [[clustered]].",0.003931403160095215,0.7885257005691528,0.0,1.0,0.0,39.0,"Successful"
"[[[[Premise]]]]: couples enjoying a meal, while a bunch of dogs take a nap.<SPLIT>[[[[Hypothesis]]]]: THE COUPLE ARE EATING [[STEAK]]","[[[[Premise]]]]: couples enjoying a meal, while a bunch of dogs take a nap.<SPLIT>[[[[Hypothesis]]]]: THE COUPLE ARE EATING [[BARBECUED]]",0.002344369888305664,0.531273365020752,2.0,0.0,2.0,55.0,"Successful"
"[[[[Premise]]]]: couples enjoying a meal, while a bunch of dogs take a nap.<SPLIT>[[[[Hypothesis]]]]: SOME ANIMALS ARE [[ASLEEP]]","[[[[Premise]]]]: couples enjoying a meal, while a bunch of dogs take a nap.<SPLIT>[[[[Hypothesis]]]]: SOME ANIMALS ARE [[DREAMING]]",0.12422829866409302,0.9942413568496704,1.0,2.0,1.0,42.0,"Successful"
"[[[[Premise]]]]: couples enjoying a meal, while a bunch of dogs take a nap.<SPLIT>[[[[Hypothesis]]]]: THERE IS A COUPLE [[WALKING]] THEIR DOGS","[[[[Premise]]]]: couples enjoying a meal, while a bunch of dogs take a nap.<SPLIT>[[[[Hypothesis]]]]: THERE IS A COUPLE [[MARCHE]] THEIR DOGS",0.023381948471069336,0.9470767974853516,0.0,1.0,0.0,39.0,"Successful"
"[[[[Premise]]]]: A white duck expanding its wings in the water.<SPLIT>[[[[Hypothesis]]]]: The duck is a rare breed, most thought to have been driven into extinction years ago.","[[[[Premise]]]]: A white duck expanding its wings in the water.<SPLIT>[[[[Hypothesis]]]]: The duck is a rare breed, most thought to have been driven into extinction years ago.",0.970594584941864,0.970594584941864,2.0,2.0,0.0,1.0,"Skipped"
"[[[[Premise]]]]: A white duck expanding its wings in the water.<SPLIT>[[[[Hypothesis]]]]: There is one animal in this [[picture]].","[[[[Premise]]]]: A white duck expanding its wings in the water.<SPLIT>[[[[Hypothesis]]]]: There is one animal in this [[archives]].",0.0008983612060546875,0.8712177872657776,1.0,0.0,1.0,62.0,"Successful"
"[[[[Premise]]]]: A white duck expanding its wings in the water.<SPLIT>[[[[Hypothesis]]]]: The duck [[sleeps]] soundly, floating on top of the water","[[[[Premise]]]]: A white duck expanding its wings in the water.<SPLIT>[[[[Hypothesis]]]]: The duck [[hibernating]] soundly, floating on top of the water",0.00027614831924438477,0.6710610389709473,0.0,2.0,0.0,32.0,"Successful"
"[[[[Premise]]]]: A woman wearing jeans is walking down the street.<SPLIT>[[[[Hypothesis]]]]: An elderly woman with a [[cane]] is [[sitting]] on a [[chair]].","[[[[Premise]]]]: A woman wearing jeans is walking down the street.<SPLIT>[[[[Hypothesis]]]]: An elderly woman with a [[caning]] is [[tis]] on a [[speakers]].",0.0002701878547668457,0.8557717800140381,0.0,2.0,0.0,64.0,"Successful"
"[[[[Premise]]]]: A woman wearing jeans is walking down the street.<SPLIT>[[[[Hypothesis]]]]: A person is [[outside]].","[[[[Premise]]]]: A woman wearing jeans is walking down the street.<SPLIT>[[[[Hypothesis]]]]: A person is [[overseas]].",0.014110445976257324,0.8586302995681763,1.0,2.0,1.0,20.0,"Successful"
"[[[[Premise]]]]: A woman wearing jeans is walking down the street.<SPLIT>[[[[Hypothesis]]]]: A woman is [[walking]] towards a [[bus]] stop.","[[[[Premise]]]]: A woman wearing jeans is walking down the street.<SPLIT>[[[[Hypothesis]]]]: A woman is [[tramping]] towards a [[coaching]] stop.",0.0018426775932312012,0.997764527797699,2.0,0.0,2.0,31.0,"Successful"
"[[[[Premise]]]]: A group of people stand near and on a large black square on the ground with some yellow writing on it.<SPLIT>[[[[Hypothesis]]]]: a group of people [[wait]]","[[[[Premise]]]]: A group of people stand near and on a large black square on the ground with some yellow writing on it.<SPLIT>[[[[Hypothesis]]]]: a group of people [[meantime]]",0.36986231803894043,0.6748488545417786,2.0,1.0,2.0,58.0,"Successful"
"[[[[Premise]]]]: A group of people stand near and on a large black square on the ground with some yellow writing on it.<SPLIT>[[[[Hypothesis]]]]: a [[person]] [[lies]] on the [[couch]]","[[[[Premise]]]]: A group of people stand near and on a large black square on the ground with some yellow writing on it.<SPLIT>[[[[Hypothesis]]]]: a [[someone]] [[exists]] on the [[settee]]",0.00013518333435058594,0.9079641103744507,0.0,1.0,0.0,65.0,"Successful"
"[[[[Premise]]]]: A group of people stand near and on a large black square on the ground with some yellow writing on it.<SPLIT>[[[[Hypothesis]]]]: a group of people stand","[[[[Premise]]]]: A group of people stand near and on a large black square on the ground with some yellow writing on it.<SPLIT>[[[[Hypothesis]]]]: a group of people stand",0.9922884702682495,0.9922884702682495,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.<SPLIT>[[[[Hypothesis]]]]: [[The]] [[sign]] the [[woman]] is holding states that ""Freedom is free.""","[[[[Premise]]]]: A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.<SPLIT>[[[[Hypothesis]]]]: [[Both]] [[inked]] the [[femme]] is holding states that ""Freedom is free.""",0.004845738410949707,0.5898335576057434,2.0,0.0,2.0,113.0,"Successful"
"[[[[Premise]]]]: A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.<SPLIT>[[[[Hypothesis]]]]: A group of [[well]] [[dressed]] people walk down a block with one of them holding a sign.","[[[[Premise]]]]: A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.<SPLIT>[[[[Hypothesis]]]]: A group of [[properly]] [[massacred]] people walk down a block with one of them holding a sign.",0.013111650943756104,0.6684945821762085,1.0,0.0,1.0,67.0,"Successful"
"[[[[Premise]]]]: A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.<SPLIT>[[[[Hypothesis]]]]: A group of people dressed as [[clowns]] stroll into the Bigtop Circus holding signs.","[[[[Premise]]]]: A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign.<SPLIT>[[[[Hypothesis]]]]: A group of people dressed as [[stratagems]] stroll into the Bigtop Circus holding signs.",0.02754688262939453,0.875106930732727,0.0,2.0,0.0,72.0,"Successful"
